word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
mathematics,.mæθә'mætiks,n. a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement,n. 数学\n[机] 数学,,2,1,zk cet4 cet6 toefl ielts,3593,4257,,,
matrimony,'mætrimәuni,n. the ceremony or sacrament of marriage,"n. 结婚, 婚姻生活, 婚礼\n[法] 婚姻, 结婚, 婚礼",,,,ielts,33253,23355,,,
mature,mә'tjuә,v. develop and reach maturity; undergo maturation\nv. develop and work out fully in one's mind\nv. become due for repayment\na. characteristic of maturity,"a. 成熟的, 到期的, 充分考虑的\nvt. 使成熟\nvi. 成熟, 到期",,2,,gk cet4 cet6 ky toefl ielts gre,4122,5133,3:matures/d:matured/i:maturing/p:matured/r:maturer,,
maximum,'mæksimәn,n. the largest possible quantity\nn. the point on a curve where the tangent changes from positive on the left to negative on the right,"n. 极点, 最大量, 极大\na. 最高的, 最大的, 最大极限的\n[计] 最大值",,3,1,gk cet4 cet6 ky toefl ielts,2427,3603,s:maxima,,
may,mei,n. the month following April and preceding June,"n. 五月\naux. 愿能, 可以, 愿意",,4,1,zk gk ielts,83,119,,,
meadow,'medәu,n a field where grass or alfalfa are grown to be made into hay,"n. 草地, 牧场",,1,,cet4 cet6 ky ielts,6474,5581,s:meadows,,
meagre,'mi:^ә(r),a deficient in amount or quality or extent,"a. 瘦的, 不毛的, 贫乏的, 贫弱的, 少量的, 力量不够的, 质不高的, 量不足的",,1,,ielts,9500,38175,,,
meal,mi:l,n. the food served and eaten at one time\nn. any of the occasions for eating food that occur by custom or habit at more or less fixed times\nn. coarsely ground foodstuff; especially seeds of various cereal grasses or pulse,"n. 一餐, 膳食, 粗粉\nvi. 进餐",,3,1,zk gk ielts,1415,1710,s:meals,,
meals,,n the food served and eaten at one time\nn any of the occasions for eating food that occur by custom or habit at more or less fixed times\nn coarsely ground foodstuff; especially seeds of various cereal grasses or pulse,n. 膳食；谷类（meal的复数）,,,,ielts,0,0,0:meal/1:s,,
mean,mi:n,n. an average of n numbers computed by adding some function of the numbers and dividing by some function of n\nv. mean or intend to express or convey\nv. denote or connote\nv. have a specified degree of importance,"a. 低劣的, 卑贱的, 简陋的, 吝啬的, 惭愧的, 平均的, 中间的, 普通的\nvt. 意谓, 想要, 意欲, 预定\nvi. 用意, 有意义\nn. 平均数, 中间, 中庸",,2,1,zk gk toefl ielts gre,121,154,3:means/p:meant/d:meant/i:meaning,,
means,mi:nz,n. how a result is obtained or an end is achieved\nn. an instrumentality for accomplishing some end\nn. considerable capital (wealth or income),"n. 方法, 手段, 工具, 财产, 收入\n[经] 方法, 手段, 工具; 意谓",,4,1,gk cet4 cet6 ky toefl ielts,1033,0,0:mean/1:3,,
measure,'meʒә,n. any maneuver made as part of progress toward a goal\nn. how much there is or how many there are of something that you can quantify\nn. musical notation for a repeating pattern of musical beats\nn. a container of some standard capacity that is used to obtain fixed amounts of a substance,"n. 尺寸, 量度器, 量度标准, 测量, 量具, 程度, 范围, 限度, 分寸, 措施, 方法\nvt. 测量, 测度, 估量, 权衡, 调节, 拿(自己或自己的力量等)作较量\nvi. 度量",,4,1,gk cet4 cet6 ky ielts,889,941,s:measures/d:measured/i:measuring/p:measured/3:measures,,
measurement,'meʒәdmәnt,n. the act or process of assigning numbers to phenomena according to a rule,"n. 尺寸, 度量, 度量单位\n[计] 度量, 度量单位",,2,1,cet4 cet6 ielts,2667,3227,s:measurements,,
measurements,,n the act or process of assigning numbers to phenomena according to a rule,"n. 测量值, 尺寸（measurement的复数）",,,,ielts,0,0,0:measurement/1:s,,
meat,mi:t,n. the flesh of animals (including fishes and birds and snails) used as food,"n. 肉, 餐, 食物\n[经] 肉类",,3,1,zk gk ielts,2283,1788,s:meats,,
mechanism,'mekәnizm,n. the atomic process that occurs during a chemical reaction\nn. the technical aspects of doing something\nn. a natural object resembling a machine in structure or function\nn. (philosophy) the philosophical theory that all phenomena can be explained in terms of physical or biological causes,"n. 机械, 机构, 结构, 机理, 技巧\n[化] 机理; 历程; 机构",,3,,cet6 ky toefl ielts gre,1869,2677,s:mechanisms,,
medal,'medl,n an award for winning a championship or commemorating some other event,"n. 奖牌, 勋章\nvt. 授勋予",,3,,gk cet4 cet6 ky ielts gre,4212,3451,s:medals,,
meddle,'medl,v. intrude in other people's affairs or business; interfere unwantedly,"vi. 干涉, 干预, 擅自摸弄\n[法] 干预, 插手, 弄乱",,1,,toefl ielts gre,19051,16645,i:meddling/d:meddled/p:meddled/3:meddles,,
media,'mi:diә,n a means or instrumentality for storing or communicating information\nn the surrounding environment\nn an intervening substance through which signals can travel as a means for communication\nn (bacteriology) a nutrient substance (solid or liquid) that is used to cultivate micro-organisms\nn a liquid with which pigment is mixed by a painter\nn (biology) a substance in which specimens are preserved or displayed\nn an intervening substance through which something is achieved\nn a state that is intermediate between extremes; a middle position\nn someone who serves as an intermediary between the living and the dead\nn (usually plural) transmissions that are disseminated widely to the public\nn an occupation for which you are especially well suited,n. 媒体\n[计] 媒质,,4,1,gk cet4 cet6 toefl ielts,0,757,,,
mediate,'mi:dieit,v. occupy an intermediate or middle position or form a connecting link or stage between two others\na. acting through or dependent on an intervening agency,"a. 居间的, 间接的\nvt. 斡旋, 调停\nvi. 处于中间, 调解",,2,,cet6 toefl ielts gre,6739,7370,d:mediated/p:mediated/i:mediating/3:mediates,,
medical,'medikl,a. relating to the study or practice of medicine\na. requiring or amenable to treatment by medicine especially as opposed to surgery,"n. 医生, 体格检查\na. 医学的, 内科的, 药的",,4,1,zk gk cet4 cet6 ky ielts,1068,646,s:medicals,,
medicine,'medisin,n. the branches of medical science that deal with nonsurgical techniques\nn. (medicine) something that treats or prevents or alleviates the symptoms of disease\nn. the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries,"n. 药, 医学, 内科\nvt. 给...用药",,3,1,zk gk toefl ielts,2476,1473,s:medicines,,
medieval,.medi'i:vl,a. relating to or belonging to the Middle Ages\ns. as if belonging to the Middle Ages; old-fashioned and unenlightened,"a. 中古的, 中世纪的",,2,,cet6 ky toefl ielts gre,3041,5073,,,
mediocre,.mi:di'әukә,s. moderate to inferior in quality\ns. poor to middling in quality,"a. 不好不坏的, 通常, 平凡的",,1,,toefl ielts gre,14371,10434,s:mediocres,,
meditate,'mediteit,"v reflect deeply on a subject\nv think intently and at length, as for spiritual purposes","vt. 想, 考虑, 计划\nvi. 沉思, 反省",,2,,cet6 ky toefl ielts gre,15721,12380,i:meditating/p:meditated/d:meditated/3:meditates/s:meditates,,
medium,'mi:diәm,n. a means or instrumentality for storing or communicating information\nn. the surrounding environment\nn. an intervening substance through which signals can travel as a means for communication\nn. a liquid with which pigment is mixed by a painter,"n. 媒体, 方法, 媒介\na. 半生熟的, 中间的\n[计] 媒体, 中",,3,1,gk cet4 cet6 ky toefl ielts gre,951,3241,s:mediums,,
meek,mi:k,s. humble in spirit or manner; suggesting retiring mildness or even cowed submissiveness\ns. very docile\ns. evidencing little spirit or courage; overly submissive or compliant,"a. 温顺的, 逆来顺受的",,1,,toefl ielts gre,15472,14061,t:meekest/r:meeker,,
meeting,'mi:tiŋ,n. a formally arranged gathering\nn. a small informal social gathering\nn. a casual or unexpected convergence\nn. the social act of assembling for some common purpose,"n. 会议, 会面\n[法] 会议, 会谈, 集会",,5,1,zk gk ielts,457,772,0:meet/1:i/s:meetings/i:meeting,,
melancholy,'melәnkɒli,n. a feeling of thoughtful sadness\nn. a constitutional tendency to be gloomy and depressed\ns. characterized by or causing or expressing sadness,"n. 忧郁, 悲哀, 愁思\na. 忧郁的, 使人悲伤的, 愁思的",,1,,cet6 toefl ielts gre,14439,13596,,,
Melbourne,'melbәn,n. a resort town in east central Florida\nn. the capital of Victoria state and 2nd largest Australian city; a financial and commercial center,n. 墨尔本,,,,ielts,10318,0,,,
melodious,mә'lәudiәs,a. containing or constituting or characterized by pleasing melody,"a. 旋律美妙的, 旋律优美的, 有乐曲的",,,,toefl ielts,33123,24239,,,
melody,'melәdi,n. the perception of pleasant arrangements of musical notes,"n. 曲子, 美妙音乐, 曲调",,2,,cet6 ky toefl ielts gre,7282,5565,s:melodies,,
membership,'membәʃip,n. the body of members of an organization or group\nn. the state of being a member,"n. 会员的资格, 全体会员, 会员数目\n[法] 会员资格, 成员资格, 会籍",,3,1,cet6 ky ielts,1771,3085,s:memberships,,
memento,mi'mentәu,n. a reminder of past events,"n. 纪念物, 令人回忆的东西",,1,,ielts gre,14275,13201,s:mementoes,,
memorise,'meməraiz,v commit to memory; learn by heart,"vt. 记住, 熟记, 记录, 存储",,,,ielts,18986,0,d:memorised/i:memorising/p:memorised/3:memorises,,
menace,'menis,n. something that is a source of danger\nn. a threat or the act of threatening\nv. express a threat either by an utterance or a gesture\nv. act in a threatening manner,"n. 威胁, 胁迫\nv. 威吓, 胁迫",,1,,cet6 ky toefl ielts gre,7581,9314,s:menaces/d:menaced/p:menaced/i:menacing/3:menaces,,
mental,'mentl,a. involving the mind or an intellectual process\na. of or relating to the mind\na. of or relating to the chin- or liplike structure in insects and certain mollusks\ns. affected by a disorder of the mind,"a. 心智的, 精神病的, 心理的, 颏的\nn. 精神病患者",,3,1,gk cet4 cet6 ky toefl ielts,1620,1584,,,
mentality,men'tæliti,n. a habitual or characteristic mental attitude that determines how you will interpret and respond to situations,"n. 精神力, 智力, 头脑作用, 心态\n[医] 智力",,1,,ielts,9710,6544,s:mentalities,,
mercantile,'mә:kәntail,a. of or relating to the economic system of mercantilism\ns. profit oriented\ns. relating to or characteristic of trade or traders,"a. 商业的, 商人的\n[经] 商业的",,1,,toefl ielts gre,16685,19718,,,
mercenary,'mә:sinәri,n. a person hired to fight for another country than their own\ns. serving for wages in a foreign army,"n. 唯利是图者, 雇佣兵\na. 为钱而工作的, 被雇的, 图利的",,1,,ielts gre,15091,14838,s:mercenaries,,
mercy,'mә:si,n. something for which to be thankful\nn. alleviation of distress; showing great kindness toward the distressed,"n. 仁慈, 宽恕, 慈悲, 怜悯, 幸运\n[法] 权宜处置权, 决定权, 宽恕",,2,,gk cet4 cet6 ky ielts,4991,5244,s:mercies,,
merge,mә:dʒ,v become one\nv mix together different elements\nv join or combine,"vt. 使合并, 使消失, 吞没\nvi. 合并, 渐渐消失\n[计] 合并",,2,,cet6 ky toefl ielts,4687,5365,d:merged/p:merged/i:merging/3:merges,,
merit,'merit,n. any admirable quality or attribute,"n. 优点, 功绩, 价值, 功过, 真相\nvt. 值得\nvi. 应受",,2,,cet4 cet6 ky toefl ielts gre,3641,4501,s:merits/3:merits/p:merited/d:merited/i:meriting,,
mesh,meʃ,n. the number of openings per linear inch of a screen; measures size of particles\nn. the act of interlocking or meshing\nv. work together in harmony,"n. 网孔, 网丝, 网眼, 网状物, 圈套, 陷阱, 啮合\nvt. 以网捕捉, 啮合, 使缠住\nvi. 落网, 相啮合",,1,,cet6 ielts gre,9966,7709,s:meshes/p:meshed/d:meshed/i:meshing/3:meshs,,
mess,mes,n. a state of confusion and disorderliness\nn. soft semiliquid food\nn. a meal eaten in a mess hall by service personnel\nn. a (large) military dining room where service personnel eat or relax,"n. 食堂, 伙食, 用膳, 一份食品, 混乱, 乱七八糟, 困境\nvt. 将...弄糟, 妨碍, 使紊乱, 使就餐\nvi. 陷入困境, 搞乱, 用膳",,3,1,gk cet4 cet6 ky ielts,3437,3381,i:messing/d:messed/p:messed/s:messes/3:messes,,
metabolism,mi'tæbәlizm,n. the organic processes (in a cell or organism) that are necessary for life,"n. 新陈代谢, 变态\n[化] 新陈代谢; 代谢",,1,,toefl ielts gre,9303,9561,s:metabolisms,,
metal,'metәl,v. cover with metal,"n. 金属, 金属制品, 合金, 本质, 质料\na. 金属制的\nvt. 以金属覆盖",,3,1,zk gk cet4 cet6 ky ielts,1668,1574,s:metals/i:metaling/p:metaled/3:metals/d:metaled,,
metallic,mi'tælik,n. a fabric made of a yarn that is partly or entirely of metal\nn. a yarn made partly or entirely of metal\na. containing or made of or resembling or characteristic of a metal,"a. 金属的, 含金属的, 产生金属的\n[经] 金属的",,1,,cet6 ielts,9709,8513,s:metallics,,
metaphor,'metәfә,n. a figure of speech in which an expression is used to refer to something that it does not literally denote in order to suggest a similarity,n. 隐喻,,2,,ky toefl ielts gre,5128,3927,s:metaphors,,
meteoric,.mi:ti'ɒrik,a. pertaining to or consisting of meteors or meteoroids\ns. like a meteor in speed or brilliance or transience,"a. 流星的, 疾速的, 大气的",,,,ielts gre,23033,22008,,,
meteorology,.mi:tiә'rɒlәdʒi,n. predicting what the weather will be\nn. the earth science dealing with phenomena of the atmosphere (especially weather),"n. 气象学, 气象状态\n[医] 气象学",,,,toefl ielts gre,26125,23122,,,
method,'meθәd,"n. a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)","n. 方法, 办法, 条理, 秩序\n[医] [方]法",,4,1,zk gk cet4 cet6 ky ielts,561,998,s:methods,,
methods,,"n a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)\nn an acting technique introduced by Stanislavsky in which the actor recalls emotions or reactions from his or her own life and uses them to identify with the character being portrayed","n. 方法, 方式；研究方法（method的复数）",,,,ielts,0,0,0:method/1:s,,
